Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
652;310;Tilia;cordata; -;Winter-Linde;13;8;98;L;73803;354066;14,3277042792237;48,3205377959700
559;078;Quercus;rubra; -;Amerikanische Rot-Eiche;20;12;134;L;71282;353796;14,2936587773778;48,3183976683418
559;089;Tilia;sp.;-;Linde;12;8;79;L;71366;353880;14,2948140154408;48,3191399027051
559;072;Tilia;sp.;-;Linde;13;6;73;L;71314;353822;14,2941015490740;48,3186199301923
559;071;Tilia;platyphyllos; -;Sommer-Linde;7;4;32;L;71309;353815;14,2940285598040;48,3185605601537
559;110;Quercus;robur; -;Stiel-Eiche;7;3;26;L;71313;353805;14,2940843873263;48,3184711258723
559;070;Tilia;sp.;-;Linde;9;6;69;L;71302;353805;14,2939326234963;48,3184720924350
559;069;Acer;pseudoplatanus; -;Berg-Ahorn;8;6;45;L;71296;353796;14,2938538266871;48,3183891856405
559;107;Acer;campestre; -;Feld-Ahorn;7;6;42;L;71291;353791;14,2937881891952;48,3183461306375
421;999FL;Carpinus;betulus; -;Hainbuche;10;0;0;L;71613;346291;14,2968653543686;48,2508750788528
422;999FL;Acer;sp.; -;Ahorn;15;0;0;L;71612;346190;14,2968277219788;48,2499616751609
1363;999FL;Fraxinus;sp.; -;Esche;15;0;0;L;71518;345294;14,2954080473825;48,2419179752212
652;637;Fraxinus;excelsior; -;Gemeine Esche;15;8;86;L;71630;354210;14,2984285040830;48,3220735911836
652;636;Fraxinus;excelsior; -;Gemeine Esche;15;7;87;L;71635;354214;14,2985006799538;48,3221092167026
652;616;Quercus;robur; -;Stiel-Eiche;20;16;210;L;71742;354314;14,2999524420554;48,3230034104220
652;615;Acer;pseudoplatanus; -;Berg-Ahorn;9;5;61;L;71749;354318;14,3000446348693;48,3230370826382
652;614;Fraxinus;excelsior; -;Gemeine Esche;12;5;67;L;71754;354323;14,3001190245175;48,3230755058493
652;613;Tilia;cordata; -;Winter-Linde;13;6;82;L;71759;354328;14,3001870647920;48,3231204352898
26;012;Crataegus;lavallei; -;Lederbl‰ttrige Weiﬂdorn;6;6;89;L;70055;350497;14,2765819588727;48,2888700472048
611;037;Betula;pendula; -;Weiﬂ-Birke;20;14;160;L;70270;354147;14,2800857225583;48,3216670016339
572;047;Sorbus;sp.; -;Mehl-/Vogelbeere;9;6;112;L;71108;353688;14,2912966301602;48,3174430627810
466;001;Tilia;cordata; -;Winter-Linde;6;4;30;L;70625;352340;14,2845638905145;48,3053768478448
652;603;Fraxinus;excelsior; -;Gemeine Esche;20;12;143;L;71812;354372;14,3009140390711;48,3235143053100
652;594;Acer;pseudoplatanus; -;Berg-Ahorn;19;8;118;L;71861;354411;14,3015787328463;48,3238543419623
652;582;Acer;pseudoplatanus; -;Berg-Ahorn;20;9;134;L;71964;354475;14,3029773913304;48,3244238574552
652;580;Tilia;cordata; -;Winter-Linde;15;7;78;L;71975;354482;14,3031258051924;48,3244830034359
649;012;Fraxinus;excelsior; -;Gemeine Esche;12;6;70;L;72093;355806;14,3049406942805;48,3363755280462
649;029a;Fraxinus;excelsior; -;Gemeine Esche;10;4;70;L;72113;355812;14,3052114405210;48,3364272061555
357;033a;Tilia;cordata; -;Winter-Linde;5;5;147;L;72933;351295;14,3154923716076;48,2957178664349
368;003h;Picea;abies; -;Gemeine Fichte;3;2;19;N;71940;351948;14,3022268612052;48,3016985531438
139;029;Fraxinus;sp.; -;Esche;7;2;40;L;72788;348972;14,3131455607415;48,2748439574674
139;999FL;Crataegus;sp.; -;Weiﬂdorn;10;0;0;L;72819;348943;14,3135487062636;48,2745823593397
669;071;Abies;nordmanniana; -;Nordmannstanne;15;7;111;N;70990;355293;14,2899830931481;48,3318914378007
818;020;Tilia;sp.;-;Linde;27;10;310;L;70980;348926;14,2887759873383;48,2746380721578
678;001a;Sorbus;aria; -;Echte Mehlbeere;10;10;156;L;71206;354390;14,2927402226305;48,3237433241220
465;042;Carpinus;betulus; -;Hainbuche;10;5;66;L;68513;354453;14,2564370610908;48,3246046193035
1138;010a;Sophora;japonica; -;Japanischer Schnurbaum;6;4;29;L;70548;353244;14,2836775874821;48,3135121601577
6505;930;Malus;sp.; -;Apfel;15;6;236;L;69899;355814;14,2753523519133;48,3366946332483
626;050;Betula;pendula; -;Weiﬂ-Birke;14;6;142;L;72867;355214;14,3152784175625;48,3309659655621
51;099;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;23;17;257;L;71769;352557;14,3000180644143;48,3072001863591
532;203;Fagus;sp.; -;Buche;20;6;104;L;69475;353025;14,2691782529326;48,3116624660427
760;023;Betula;sp.; -;Birke;5;1;16;L;72561;350896;14,3104107290225;48,2921772200523
40;027;Acer;platanoides;Globosum;Kugel-Ahorn;4;2;26;L;70061;350697;14,2766918156000;48,2906638133608
40;028;Acer;platanoides;Globosum;Kugel-Ahorn;4;1;14;L;70056;350698;14,2766246094512;48,2906733562436
475;036;Paulownia;tomentosa; -;Blauglockenbaum;13;17;285;L;70688;352154;14,2853830193755;48,3036955121593
486;005;Betula;pendula; -;Weiﬂ-Birke;18;12;1;L;70519;352306;14,2831290528923;48,3050777897179
487;014;Acer;pseudoplatanus; -;Berg-Ahorn;18;12;170;L;69994;351943;14,2759946744843;48,3018750561783
487;021;Pseudotsuga;menziesii; -;K¸sten-Douglasie;23;8;160;N;70021;351967;14,2763671455547;48,3020897899209
654;133;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;12;5;200;L;73127;355552;14,3188359596083;48,3339706354810
654;134;Betula;pendula; -;Weiﬂ-Birke;13;4;73;L;73133;355558;14,3189179437914;48,3340256785635
654;136;Betula;pendula; -;Weiﬂ-Birke;13;6;68;L;73143;355568;14,3190572961737;48,3341192485676
654;138;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;10;4;80;L;73152;355579;14,3191898932163;48,3342094556929
654;141;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;10;5;180;L;73175;355601;14,3195035561434;48,3344062599029
6306;039;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;17;7;151;L;72943;355075;14,3162805024043;48,3297058300102
6306;037;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;17;6;165;L;72963;355073;14,3165510851570;48,3296831283218
492;011;Tilia;cordata; -;Winter-Linde;16;12;200;L;69347;351645;14,2672261675609;48,2992664085799
492;013;Tilia;cordata; -;Winter-Linde;13;10;140;L;69349;351636;14,2672516488545;48,2991852634190
397;998FL;Acer;sp.; -;Ahorn;8;0;0;L;71682;346408;14,2978085937430;48,2519200287540
404;999FL;Acer;sp.; -;Ahorn;5;0;0;L;71294;345785;14,2924772904246;48,2463616571989
492;037;Tilia;cordata; -;Winter-Linde;14;9;160;L;69382;351509;14,2676751590676;48,2980364519275
557;014;Quercus;robur; -;Stiel-Eiche;16;6;89;L;71170;353656;14,2921352819600;48,3171477975886
557;015;Fraxinus;excelsior; -;Gemeine Esche;18;10;135;L;71163;353646;14,2920319614121;48,3170569399475
557;016;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;18;10;100;L;71154;353634;14,2919149046445;48,3169468797554
792;016a;Pseudotsuga;menziesii; -;K¸sten-Douglasie;26;12;230;N;69923;351883;14,2750345670394;48,3013424141847
792;017;Picea;omorika; -;Serbische Fichte;10;5;75;N;69928;351887;14,2750959302478;48,3013767665353
652;466;Acer;saccharinum;Laciniatum Wieri;Geschlitzter Silber-Ahorn;16;5;90;L;72848;354647;14,3149171364385;48,3258696211139
652;464;Tilia;cordata; -;Winter-Linde;14;6;89;L;72859;354646;14,3150667769300;48,3258582348943
652;462;Quercus;robur; -;Stiel-Eiche;25;10;161;L;72875;354644;14,3152921123266;48,3258402554613
652;890;Quercus;robur; -;Stiel-Eiche;18;9;178;L;73132;354571;14,3187437442364;48,3251516640472
652;982;Tilia;cordata; -;Winter-Linde;12;6;72;L;73758;354113;14,3270963350659;48,3209576535291
494;145;Fraxinus;excelsior; -;Gemeine Esche;9;10;130;L;68337;352590;14,2537671189872;48,3078731602542
494;143;Fraxinus;excelsior; -;Gemeine Esche;12;12;125;L;68297;352598;14,2532263877016;48,3079505384927
494;138;Crataegus;monogyna; -;Eingriffliger Weiﬂdorn;7;10;103;L;68226;352607;14,2522741524935;48,3080381340443
494;060;Crataegus;monogyna; -;Eingriffliger Weiﬂdorn;9;8;80;L;68245;352611;14,2525304433036;48,3080718780879
494;091;Carpinus;betulus; -;Hainbuche;4;2;20;L;68097;352622;14,2505428354003;48,3081891812999
494;094a;Tilia;platyphyllos; -;Sommer-Linde;11;9;135;L;68091;352638;14,2504590243069;48,3083311812092
494;093;Acer;saccharinum; -;Silber-Ahorn;12;10;151;L;68097;352644;14,2505408622550;48,3083844896658
494;092;Acer;platanoides; -;Spitz-Ahorn;6;9;84;L;68101;352630;14,2505925290781;48,3082581742329
494;147a;Prunus;padus; -;Trauben-Kirsche;11;13;130;L;68387;352584;14,2544400945406;48,3078138294259
494;146;Acer;campestre; -;Feld-Ahorn;10;8;120;L;68375;352585;14,2542785095806;48,3078241127465
494;045;Tilia;sp.;-;Linde;10;6;72;L;68369;352601;14,2542049670208;48,3079672606285
494;046;Tilia;sp.;-;Linde;12;6;105;L;68370;352627;14,2542177179458;48,3082058483631
494;080;Carpinus;betulus; -;Hainbuche;7;2;20;L;68164;352635;14,2514484532442;48,3082989167446
494;081;Acer;pseudoplatanus; -;Berg-Ahorn;9;12;150;L;68154;352646;14,2513028444877;48,3083934240902
494;079;Salix;alba; -;Silber-Weide;12;9;158;L;68156;352626;14,2513266389336;48,3082145178893
494;084a;Acer;pseudoplatanus; -;Berg-Ahorn;10;8;88;L;68142;352632;14,2511415324847;48,3082703887330
494;077;Salix;alba;Tristis;Trauer-Weide;9;12;150;L;68179;352635;14,2516396187147;48,3082905485862
494;028;Salix;alba; -;Silber-Weide;27;13;320;L;68431;352623;14,2550394602316;48,3081597763299
494;041;Acer;pseudoplatanus; -;Berg-Ahorn;8;6;90;L;68389;352595;14,2544736659228;48,3079153513532
494;033;Fraxinus;excelsior; -;Gemeine Esche;10;7;95;L;68412;352617;14,2547814397155;48,3081054005305
494;032;Fraxinus;excelsior; -;Gemeine Esche;11;6;115;L;68418;352622;14,2548581330741;48,3081500631572
494;034;Salix;alba; -;Silber-Weide;16;8;154;L;68417;352628;14,2548504064768;48,3082071894723
494;037;Fraxinus;excelsior; -;Gemeine Esche;6;5;65;L;68403;352630;14,2546631794001;48,3082257345677
494;038;Salix;sp.; -;Weide;30;15;420;L;68395;352621;14,2545573702410;48,3081477767894
494;048;Acer;platanoides; -;Spitz-Ahorn;10;8;105;L;68351;352630;14,2539622732369;48,3082313304719
494;066;Quercus;rubra; -;Amerikanische Rot-Eiche;9;7;95;L;68234;352626;14,2523822482240;48,3082053785434
494;065;Tilia;cordata; -;Winter-Linde;11;8;110;L;68234;352638;14,2523832318060;48,3083200811570
494;067;Betula;pendula; -;Weiﬂ-Birke;15;11;190;L;68217;352629;14,2521559300476;48,3082367390976
494;070;Tilia;sp.;-;Linde;8;9;105;L;68204;352628;14,2519805424618;48,3082291427483
494;071;Acer;platanoides; -;Spitz-Ahorn;6;8;85;L;68197;352616;14,2518842589977;48,3081219912133
494;076;Salix;alba; -;Silber-Weide;30;15;265;L;68191;352628;14,2518018387368;48,3082297899567
494;072;Corylus;colurna; -;Baumhasel;7;3;45;L;68197;352644;14,2518850765196;48,3083744053399
494;074;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;2;40;L;68186;352651;14,2517430970036;48,3084361588201
494;149;Acer;campestre; -;Feld-Ahorn;12;9;120;L;68415;352578;14,2548165340490;48,3077568638306
494;150;Carpinus;betulus; -;Hainbuche;14;11;155;L;68445;352575;14,2552196503313;48,3077306166347
494;151;Carpinus;betulus; -;Hainbuche;11;9;140;L;68474;352569;14,2556054008194;48,3076694802678
494;152;Prunus;padus; -;Trauben-Kirsche;11;9;120;L;68482;352567;14,2557112850669;48,3076536918571
494;155a;Carpinus;betulus; -;Hainbuche;11;8;105;L;68526;352562;14,2563151833730;48,3075980171938
494;156;Carpinus;betulus; -;Hainbuche;16;8;125;L;68529;352561;14,2563503727570;48,3075917167498
669;078;Picea;abies; -;Gemeine Fichte;12;3;56;N;71001;355311;14,2901259405681;48,3320518075633
5124;003;Acer;pseudoplatanus; -;Berg-Ahorn;14;3;156;L;73721;346920;14,3253465199451;48,2562852714989
6088;068;Tilia;cordata; -;Winter-Linde;8;5;61;L;68414;355346;14,2552438168511;48,3326498165111
6087;071;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;8;5;58;L;68400;355307;14,2550613661026;48,3322976374095
6084;046;Acer;platanoides; -;Spitz-Ahorn;9;4;38;L;68451;354309;14,2555849183360;48,3233139764444
665;041;Acer;ginnala; -;Feuer-Ahorn;3;3;94;L;72671;355421;14,3126715262550;48,3328441635228
665;043;Betula;pendula; -;Weiﬂ-Birke;5;2;12;L;72664;355471;14,3125871129993;48,3332948136948
665;051;Acer;saccharinum; -;Silber-Ahorn;14;9;122;L;72655;355507;14,3124670293016;48,3336216453495
665;054;Acer;saccharinum; -;Silber-Ahorn;16;10;118;L;72651;355531;14,3124211620345;48,3338367745672
886;002;Fraxinus;excelsior; -;Gemeine Esche;8;4;54;L;72963;355189;14,3165655113673;48,3307243015906
897;002FL;Carpinus;betulus; -;Hainbuche;25;0;0;L;71362;348978;14,2939326308523;48,2750603229668
898;003FL;Acer;sp.; -;Ahorn;20;0;0;L;71375;349142;14,2941347927971;48,2765388557538
1035;006;Quercus;robur; -;Stiel-Eiche;17;9;192;L;70648;356144;14,2855094596882;48,3395805854890
1035;007;Quercus;robur; -;Stiel-Eiche;17;13;216;L;70652;356136;14,2855593351260;48,3395049568821
1035;008;Quercus;robur; -;Stiel-Eiche;17;11;178;L;70654;356131;14,2855927917686;48,3394580872959
1035;013;Quercus;robur; -;Stiel-Eiche;20;17;300;L;70660;356113;14,2856662442241;48,3393010984967
1199;999FL;Acer;sp.; -;Ahorn;1;0;0;L;71787;356048;14,3008560264775;48,3385850548274
774;009;Tilia;cordata; -;Winter-Linde;15;18;198;L;72064;350400;14,3036259912567;48,2877694874116
909;008;Acer;platanoides;Columnare;S‰ulen-Spitz-Ahorn;7;3;39;L;72082;350903;14,3039640978241;48,2922938491359
1209;047;Robinia;pseudoacacia; -;Robinie;12;5;79;L;73695;346797;14,3249831470098;48,2551839318696
1395;002;Prunus;sp.; -;Kirsche;6;2;23;L;72237;351198;14,3060943791648;48,2949289172997
1209;055;Abies;concolor; -;Colorado-Tanne;2;1;12;N;73689;346780;14,3248943505010;48,2550319364724
1395;004;Betula;sp.; -;Birke;5;2;17;L;72274;351225;14,3065943250352;48,2951668091201
1395;035;Betula;sp.; -;Birke;6;2;17;L;72289;351213;14,3068041992062;48,2950518030190
1179;008;Quercus;robur; -;Stiel-Eiche;24;7;93;L;73460;355900;14,3233914744865;48,3370646259337
510;027;Fagus;sylvatica; -;Rotbuche;31;15;186;L;68664;354526;14,2584943002407;48,3252419563162
6171;933;Betula;pendula; -;Weiﬂ-Birke;25;9;120;L;69800;353163;14,2735809548506;48,3128646965838
6171;934;Fraxinus;sp.; -;Esche;10;4;35;L;69797;353163;14,2735398018894;48,3128694165121
6171;935;Prunus;sp.; -;Kirsche;11;5;112;L;69795;353164;14,2735082546838;48,3128731698859
938;031;Tilia;sp.;-;Linde;10;4;82;L;76089;346686;14,3571896274038;48,2539017336531
629;095;Quercus;robur; -;Stiel-Eiche;22;11;247;L;70601;355078;14,2846977755769;48,3299972356163
240;023;Betula;pendula; -;Weiﬂ-Birke;8;4;115;L;72631;346329;14,3105759100228;48,2510957489173
489;015;Tilia;cordata; -;Winter-Linde;23;13;220;L;69417;351966;14,2682265755853;48,3021435608420
489;028;Fagus;sylvatica; -;Rotbuche;22;14;325;L;69330;351797;14,2670219176228;48,3006350291708
490;013;Quercus;rubra; -;Amerikanische Rot-Eiche;7;5;55;L;69362;351526;14,2674087927370;48,2981950059462
652;041;Acer;pseudoplatanus; -;Berg-Ahorn;13;5;94;L;71768;354345;14,3003162571924;48,3232771771576
557;035;Tilia;platyphyllos; -;Sommer-Linde;12;3;34;L;71228;353721;14,2929235900406;48,3177220192180
557;037;Quercus;robur; -;Stiel-Eiche;22;10;173;L;71239;353735;14,2930708078486;48,3178483266381
557;038;Quercus;robur; -;Stiel-Eiche;20;10;145;L;71244;353741;14,2931403304322;48,3179075692228
711;034;Prunus;sp.; -;Kirsche;3;3;20;L;70451;350654;14,2819396284587;48,2902340629822
792;061;Acer;platanoides; -;Spitz-Ahorn;14;14;250;L;69915;351938;14,2749282913677;48,3018392382755
652;230;Acer;saccharinum;Laciniatum Wieri;Geschlitzter Silber-Ahorn;22;6;113;L;73235;354547;14,3201199398743;48,3249257956415
649;030;Fraxinus;excelsior; -;Gemeine Esche;10;4;40;L;72111;355812;14,3051844681244;48,3364274334079
652;550;Fraxinus;excelsior; -;Gemeine Esche;17;8;124;L;72191;354581;14,3060570142680;48,3253464882459
660;017;Carpinus;betulus; -;Hainbuche;11;5;88;L;71573;355567;14,2978917689735;48,3342837635392
652;538;Tilia;cordata; -;Winter-Linde;13;6;71;L;72268;354605;14,3070981792920;48,3255583573971
652;536;Fraxinus;excelsior; -;Gemeine Esche;18;9;103;L;72284;354609;14,3073128594730;48,3255898570347
659;046;Carpinus;betulus; -;Hainbuche;12;6;110;L;71862;355553;14,3017814835950;48,3341300971709
652;520;Fraxinus;excelsior; -;Gemeine Esche;22;8;128;L;72393;354636;14,3087800776044;48,3258171873471
1161;060;Alnus;glutinosa; -;Schwarz-Erle;18;4;80;L;69324;350188;14,2666781066350;48,2861677297218
652;509;Quercus;robur; -;Stiel-Eiche;22;12;183;L;72472;354648;14,3098476131735;48,3259180131034
1251;001;Carpinus;betulus; -;Hainbuche;12;9;90;L;70575;352317;14,2838817770654;48,3051751450402
563;043a;Salix;alba; -;Silber-Weide;5;2;18;L;70842;353004;14,2875965614910;48,3113194008780
652;504;Fraxinus;excelsior; -;Gemeine Esche;22;12;127;L;72513;354653;14,3104058847168;48,3259633707664
652;495;Acer;saccharinum;Laciniatum Wieri;Geschlitzter Silber-Ahorn;17;7;65;L;72593;354657;14,3114802221947;48,3259874531118
652;493;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;11;5;65;L;72608;354657;14,3116845062693;48,3259880999712
652;489;Quercus;robur; -;Stiel-Eiche;22;12;216;L;72638;354657;14,3120902966633;48,3259840624212
652;483;Tilia;platyphyllos; -;Sommer-Linde;18;7;91;L;72696;354657;14,3128714967732;48,3259732667295
652;481;Quercus;robur; -;Stiel-Eiche;22;12;198;L;72713;354656;14,3131019319317;48,3259653609228
652;470;Tilia;tomentosa; -;Silber-Linde;13;6;88;L;72811;354650;14,3144199056902;48,3258964563319
652;469;Fraxinus;excelsior; -;Gemeine Esche;18;6;116;L;72820;354649;14,3145402398362;48,3258918635466
1413;064;Picea;abies; -;Gemeine Fichte;30;9;220;N;69148;351825;14,2645732714190;48,3009052776617
1413;065;Carpinus;betulus; -;Hainbuche;22;20;312;L;69145;351815;14,2645301920594;48,3008188420922
652;467;Quercus;robur; -;Stiel-Eiche;27;16;224;L;72839;354648;14,3148021877406;48,3258759530517
652;461;Quercus;robur; -;Stiel-Eiche;27;12;214;L;72884;354643;14,3154043283353;48,3258309719943
1413;072;Acer;platanoides; -;Spitz-Ahorn;26;8;181;L;69175;351794;14,2649307980110;48,3006291154410
652;447;Fraxinus;excelsior; -;Gemeine Esche;11;6;84;L;73032;354610;14,3173927485555;48,3255118348125
652;445;Quercus;robur; -;Stiel-Eiche;22;11;170;L;73044;354606;14,3175624323295;48,3254758850170
652;444;Tilia;platyphyllos; -;Sommer-Linde;13;7;85;L;73056;354603;14,3177268674225;48,3254453335193
652;443;Tilia;cordata; -;Winter-Linde;8;4;45;L;73065;354600;14,3178397113959;48,3254223605006
1437;003;Fraxinus;excelsior; -;Gemeine Esche;22;14;140;L;69761;352063;14,2728748634754;48,3029779131216
1470;149;Betula;pendula;Tristis;H‰nge-Birke ;6;8;80;L;69548;351284;14,2698748303957;48,2959982588887
652;441;Tilia;tomentosa; -;Silber-Linde;12;7;85;L;73078;354597;14,3180095543918;48,3253947367446
5178;119;Fraxinus;excelsior; -;Gemeine Esche;12;7;91;L;71103;345335;14,2898344165303;48,2423336963432
5178;125;Fraxinus;excelsior; -;Gemeine Esche;11;5;100;L;71168;345327;14,2907059207457;48,2422585282221
357;030;Tilia;cordata; -;Winter-Linde;6;4;142;L;72921;351333;14,3153372008577;48,2960609303589
357;032;Tilia;cordata; -;Winter-Linde;6;6;161;L;72923;351328;14,3153632920781;48,2960157420670
6034;001;Carpinus;betulus; -;Hainbuche;10;6;46;L;69664;352739;14,2716720403740;48,3090650620182
6034;002;Carpinus;betulus; -;Hainbuche;8;6;108;L;69658;352743;14,2715966768470;48,3091062970050
611;011;Acer;sp.; -;Ahorn;7;9;200;L;70319;354117;14,2807410836867;48,3213872236488
1138;008;Carpinus;betulus; -;Hainbuche;6;4;37;L;70535;353255;14,2835041755148;48,3136125138435
1138;009;Sophora;japonica; -;Japanischer Schnurbaum;6;4;45;L;70539;353240;14,2835618244713;48,3134762488253
908;029;Crataegus;sp.; -;Weiﬂdorn;7;5;53;L;71341;350155;14,2938477868759;48,2856462819526
908;031;Crataegus;sp.; -;Weiﬂdorn;8;8;79;L;71364;350201;14,2941675420080;48,2860601875498
51;104;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;23;19;320;L;71759;352622;14,2999003724552;48,3077819486773
51;105;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;24;20;258;L;71757;352633;14,2998773234265;48,3078842245869
191;496;Malus;Zierform; -;Zier-Apfel;4;5;125;L;71444;353360;14,2957764050758;48,3144547540837
212;082;Sophora;japonica; -;Japanischer Schnurbaum;13;14;144;L;71137;352789;14,2915345260508;48,3093582620780
279;004FL;Alnus;sp.; -;Erle;12;0;0;L;73104;355918;14,3185946359143;48,3372675361605
279;005FL;Alnus;sp.; -;Erle;12;0;0;L;73102;355872;14,3185627782351;48,3368554749363
847;017;Carpinus;betulus; -;Hainbuche;13;6;117;L;68541;354233;14,2567790059868;48,3226240654384
214;454;Picea;omorika; -;Serbische Fichte;10;4;58;N;71401;353248;14,2951743112800;48,3134503001445
316;020;Gleditsia;triacanthos; -;Christusdorn;12;11;139;L;71391;351867;14,2948105464664;48,3010383949548
619;014a;Metasequoia;glyptostroboides; -;Chinesisches Rotholz;3;1;13;N;70194;352744;14,2788188040278;48,3090557366708
39;105;Carpinus;betulus; -;Hainbuche;10;6;62;L;70066;350174;14,2766728217925;48,2859605120177
492;091;Tilia;cordata; -;Winter-Linde;20;11;120;L;69543;351282;14,2698080462180;48,2959809408159
629;044;Magnolia;kobus; -;Baum-Magnolie (weiﬂ);8;7;150;L;70696;355109;14,2859892664481;48,3302614282497
492;136;Tilia;cordata; -;Winter-Linde;8;4;60;L;69702;351006;14,2719053233386;48,2934817669088
652;032;Tilia;tomentosa; -;Silber-Linde;10;6;91;L;71720;354303;14,2996501732706;48,3229035922901
